rank,gender,gender_dist_raw_html,forename_URL,name,incidence,frequency,Definition,approximate_usage,most_prevalent,highest_density,world_most_common_rank
484,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/folasade,Folasade,"66,313","1:2,678",,"67,376",Nigeria,Nigeria,"14,336th "
485,90%,"<div class=""m"" style=""width:90px;"">90%</div>",https://forebears.io/forenames/chimezie,Chimezie,"66,306","1:2,678",,"66,619",Nigeria,Nigeria,"14,487th "
486,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jeremiah,Jeremiah,"66,217","1:2,682","A male name. Hebrew ‘Jah is high’, the name of one of the great Hebrew prophets. The English form of the name Jeremy, is found from the 13th C. Jeremiah and Jeremias (the Greek form) were adopted by the Puritans in the 17th C. There has been some revival of Jeremy in the present century.","287,715",Nigeria,Liberia,"3,657th "
487,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kelvin,Kelvin,"66,171","1:2,683",,"744,756",Kenya,Kenya,"1,273rd "
488,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/anna,Anna,"65,936","1:2,693","A female name. (French Anne, Annette, Nanette, German, Italian, &c., Anna, Spanish Aña, Anita). The usual Western form of the Hebrew Hannah ‘grace’ q.v. The name is not given to the mother of the Blessed Virgin in the New Testament but appears in various apocryphal gospels.","11,350,336",Russia,Slovakia,20th 
489,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/aliu,Aliu,"65,885","1:2,695",,"68,008",Nigeria,Nigeria,"14,209th "
490,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/inuwa,Inuwa,"65,757","1:2,700",,"65,820",Nigeria,Nigeria,"14,638th "
491, ,"<div class=""m"" style=""width:8px;"">&nbsp;</div>",https://forebears.io/forenames/olabisi,Olabisi,"65,426","1:2,714",,"67,274",Nigeria,Nigeria,"14,359th "
492,92%,"<div class=""m"" style=""width:92px;"">92%</div>",https://forebears.io/forenames/etim,Etim,"65,370","1:2,716",,"66,054",Nigeria,Nigeria,"14,598th "
493, ,"<div class=""m"" style=""width:37px;"">&nbsp;</div>",https://forebears.io/forenames/endurance,Endurance,"65,304","1:2,719",,"66,333",Nigeria,Nigeria,"14,536th "
494,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/beauty,Beauty,"65,220","1:2,723",,"373,170",Bangladesh,Zambia,"2,791st "
495,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulkarim,Abdulkarim,"65,117","1:2,727","Abdul Karim (Arabic: عبد الكريم‎) is a Muslim male given name and, in modern usage, also a surname. It is built from the Arabic words Abd, al- and Karim. The name means 'servant of the most Generous', Al-Karīm being one of the names of God in the Qur'an, which give rise to the Muslim theophoric names.","105,228",Nigeria,Libya,"9,737th "
496,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/balkisu,Balkisu,"65,103","1:2,727",,"65,133",Nigeria,Nigeria,"14,785th "
497,58%,"<div class=""m"" style=""width:58px;"">58%</div>",https://forebears.io/forenames/sola,Sola,"64,860","1:2,738","A Latin name, meaning: Alone.","78,481",Nigeria,Nigeria,"12,581st "
498,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/basirat,Basirat,"64,773","1:2,741",,"66,872",Nigeria,Nigeria,"14,432nd "
499, ,"<div class=""m"" style=""width:32px;"">&nbsp;</div>",https://forebears.io/forenames/mfon,Mfon,"64,745","1:2,743",,"65,077",Nigeria,Nigeria,"14,795th "
500,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kolawole,Kolawole,"64,463","1:2,755",,"68,863",Nigeria,Nigeria,"14,067th "
501,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ebuka,Ebuka,"64,193","1:2,766",,"64,604",Nigeria,Nigeria,"14,879th "
502,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/boniface,Boniface,"64,046","1:2,772","A male name. Latin bonifacius ‘well-doer’, the name of a 3rd-C saint martyred at Tarsus, and adopted by a series of popes, beginning with Boniface I (418-22); it was adopted also,probably when he became a monk, by St Winfrid or Winfrith (680-755), the Apostle of the Germans.","357,866",DR Congo,Central African Republic,"2,910th "
503,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/surajo,Surajo,"63,970","1:2,776",,"66,459",Nigeria,Nigeria,"14,516th "
504,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/afeez,Afeez,"63,647","1:2,790",,"64,289",Nigeria,Nigeria,"14,950th "
505,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/morgan,Morgan,"63,611","1:2,791","A male name. a Welsh name, cognate with Irish Muirgen. The first element is mor ‘the sea’. It has been a favourite Welsh name from early times.","233,117",United States,Niue,"4,506th "
506,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tawa,Tawa,"63,417","1:2,800",,"68,475",Nigeria,Nigeria,"14,125th "
507,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/noble,Noble,"63,412","1:2,800","A Latin name, meaning: Of lofty character.","82,567",Nigeria,Nigeria,"12,048th "
508,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/badamasi,Badamasi,"63,287","1:2,806",,"63,517",Nigeria,Nigeria,"15,124th "
509,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hammed,Hammed,"63,228","1:2,808",,"64,901",Nigeria,Nigeria,"14,826th "
510,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sikiru,Sikiru,"63,002","1:2,818",,"63,357",Nigeria,Nigeria,"15,155th "
511,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chibueze,Chibueze,"62,866","1:2,824",,"63,420",Nigeria,Nigeria,"15,139th "
512,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/maureen,Maureen,"62,718","1:2,831","MAURINE. The latter is rare before C20 and Maureen (note the typical Irish suffix-een) is an Irish name that Helena Swan says is a derivative of Mary. Cf. Marylyn. Maurice, m. See Morrice, Morris. As a font-name, Maurice is the more frequent form; as a surname, Morrice or Morris is rather the more general.","879,153",United States,Barbados,"1,056th "
513,71%,"<div class=""m"" style=""width:71px;"">71%</div>",https://forebears.io/forenames/chibuzor,Chibuzor,"62,621","1:2,836",,"63,569",Nigeria,Nigeria,"15,112th "
514,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/dupe,Dupe,"62,506","1:2,841",,"63,257",Nigeria,Nigeria,"15,181st "
515,87%,"<div class=""m"" style=""width:87px;"">87%</div>",https://forebears.io/forenames/adeyemi,Adeyemi,"62,474","1:2,842",,"65,836",Nigeria,Nigeria,"14,636th "
516,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abel,Abel,"62,424","1:2,844","A male name. the 2nd s. of Adam and Eve; the meaning of the name is obscure. It was a favourite christian name in the 13th C and gave rise to various surnames, such as Abel, Abell, Abelson, Able, and Nabb ,Nabbs (from the nickname Nab, cf.","1,105,771",Mexico,Eritrea,775th 
517,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/ayodeji,Ayodeji,"62,131","1:2,858",,"64,891",Nigeria,Nigeria,"14,829th "
518,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/macdonald,Macdonald,"61,985","1:2,865",,"88,517",Nigeria,Malawi,"11,344th "
519,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/cosmos,Cosmos,"61,977","1:2,865",,"76,438",Nigeria,Grenada,"12,857th "
520,95%,"<div class=""m"" style=""width:95px;"">95%</div>",https://forebears.io/forenames/eze,Eze,"61,716","1:2,877",,"62,999",Nigeria,Nigeria,"15,236th "
521, ,"<div class=""m"" style=""width:1px;"">&nbsp;</div>",https://forebears.io/forenames/onyinye,Onyinye,"61,626","1:2,881",,"62,244",Nigeria,Nigeria,"15,397th "
522,85%,"<div class=""m"" style=""width:85px;"">85%</div>",https://forebears.io/forenames/mamman,Mamman,"61,359","1:2,894",,"63,886",Nigeria,Nigeria,"15,043rd "
523,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mark,Mark,"61,192","1:2,902","A male name. Latin Marcus, a common Roman praenomen, and occasionally cognomen. It was probably derived from the name of the grand-daughterMars from some such form as Marticos. Though the name of one of the four evangelists, Mark (which is the English form, cf.","4,592,330",United States,Palau,76th 
524,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nafisat,Nafisat,"61,023","1:2,910",,"61,394",Nigeria,Nigeria,"15,573rd "
525,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/bashar,Bashar,"60,962","1:2,913",,"171,232",Nigeria,Syria,"6,133rd "
526,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nasir,Nasir,"60,715","1:2,925",Nasir (Arabic: ناصر‎ Nāṣir) is an Arabic masculine given name which can mean 'helper' or 'one who gives victory' (grammatically the Stem I masculine singular active participle of consonantal verb root n-ṣ-r). The female form of the name is Nasira (ناصرة Nāṣira).,"1,240,647",Pakistan,Somaliland,649th 
527,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sandra,Sandra,"60,683","1:2,926",A variation of the name Sandra.,"5,314,745",United States,Palau,64th 
528,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/onyewuchi,Onyewuchi,"60,621","1:2,929",,"60,637",Nigeria,Nigeria,"15,720th "
529,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sadi,Sadi,"60,398","1:2,940",,"177,086",Nigeria,Niger,"5,938th "
530,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hafsatu,Hafsatu,"60,311","1:2,944",,"60,844",Nigeria,Nigeria,"15,688th "
531,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/georgewill,Georgewill,"60,252","1:2,947",,"60,262",Nigeria,Nigeria,"15,804th "
532,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/bitrus,Bitrus,"60,238","1:2,948",,"60,442",Nigeria,Nigeria,"15,770th "
533, ,"<div class=""m"" style=""width:32px;"">&nbsp;</div>",https://forebears.io/forenames/yemi,Yemi,"60,190","1:2,950",,"69,824",Nigeria,Nigeria,"13,900th "
534,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ogbonda,Ogbonda,"60,155","1:2,952",,"60,160",Nigeria,Nigeria,"15,825th "
535,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hawau,Hawau,"60,076","1:2,956",,"60,160",Nigeria,Nigeria,"15,825th "
536,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/raphael,Raphael,"60,000","1:2,959","A male name. Hebrew ‘healing of the Lord’ the name of one of the archangels. It was used as a personal name among the Jews, and as a christian name in Italy in the Middle Ages. In England it seems always to be Jewish.","722,708",DR Congo,Cameroon,"1,324th "
537,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/njobuanwu,Njobuanwu,"59,974","1:2,961",,"59,974",Nigeria,Nigeria,"15,855th "
538,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/azunwena,Azunwena,"59,967","1:2,961",,"59,967",Nigeria,Nigeria,"15,856th "
539,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/iheoma,Iheoma,"59,912","1:2,964",,"59,992",Nigeria,Nigeria,"15,852nd "
540,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/danlami,Danlami,"59,903","1:2,964",,"59,963",Nigeria,Nigeria,"15,857th "
541,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fatsuma,Fatsuma,"59,899","1:2,964",,"59,922",Nigeria,Nigeria,"15,865th "
542,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/olufemi,Olufemi,"59,850","1:2,967",,"64,192",Nigeria,Nigeria,"14,971st "
543,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/adeniyi,Adeniyi,"59,699","1:2,974",,"61,452",Nigeria,Nigeria,"15,564th "
544,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rhoda,Rhoda,"59,626","1:2,978",A female name. derivative of Greek ρόδον ‘rose’; the name of a girl mentioned in Acts xii. 13. It came into use as a christian name in the 17th C.,"263,800",Nigeria,Malawi,"3,996th "
545,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tanimu,Tanimu,"59,429","1:2,988","
Tanimu is a masculine Hausa name, denoting 'one who was born on Monday'.
","59,481",Nigeria,Nigeria,"15,958th "
546,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/dorathy,Dorathy,"59,400","1:2,989",,"62,092",Nigeria,Nigeria,"15,434th "
547, ,"<div class=""m"" style=""width:2px;"">&nbsp;</div>",https://forebears.io/forenames/aina,Aina,"59,390","1:2,990","A Scotch name, meaning: Own.","297,789",Madagascar,Madagascar,"3,523rd "
548,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chiamaka,Chiamaka,"58,916","1:3,014",,"59,165",Nigeria,Nigeria,"16,033rd "
549,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/mabel,Mabel,"58,824","1:3,019","A female name. the usual English form of Amabel (q.v.) Mabella is found as early as 1189; other latinized forms are Mabilla, Mabilia. The usual English forms were Mabel, Mable, or Mably. The surnames Mabley, Mabb, Mabbs, Mapp, Mapps (from the nickname Mab), Mabbit, Mabbot (from the diminutive Mab-et, Mab-ot), Mapson, Mappin (from the diminutive Mab-in) are all derived from it.","389,576",Argentina,Argentina,"2,661st "
550, ,"<div class=""m"" style=""width:12px;"">&nbsp;</div>",https://forebears.io/forenames/olubunmi,Olubunmi,"58,803","1:3,020",,"61,253",Nigeria,Nigeria,"15,599th "
551,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/eucharia,Eucharia,"58,794","1:3,020",,"59,859",Nigeria,Nigeria,"15,882nd "
552,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/judith,Judith,"58,740","1:3,023","A female name. Hebrew ‘a Jewess’, the name of the Hittite wife of Esau as well as of the slayer of Holofernes. It seems to have been introduced into England by the marriage of Æthelwulf (d. 878) King of Wessex to Judith d. of Charles the Bald.","2,139,900",United States,Dominica,281st 
553,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/risikat,Risikat,"58,720","1:3,024",,"58,986",Nigeria,Nigeria,"16,085th "
554,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/titus,Titus,"58,712","1:3,024","A male name. a common Latin praenomen, of doubtiul etymology. It was the name of a disciple of St Paul, to whom one of his epistles is addressed, and has sometimes been used as a christian name since the Reformation (e.g Titus Oates. 1649-1705).","229,018",Kenya,Namibia,"4,580th "
555,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/asabe,Asabe,"58,607","1:3,030",,"59,428",Nigeria,Nigeria,"15,977th "
556,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/omolola,Omolola,"58,487","1:3,036",,"59,527",Nigeria,Nigeria,"15,947th "
557,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/waheed,Waheed,"58,408","1:3,040",,"215,743",Pakistan,Pakistan,"4,851st "
558, ,"<div class=""m"" style=""width:37px;"">&nbsp;</div>",https://forebears.io/forenames/alaba,Alaba,"58,349","1:3,043",,"65,248",Nigeria,Nigeria,"14,762nd "
559,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/cletus,Cletus,"57,683","1:3,078",,"88,833",Nigeria,Saint Lucia,"11,304th "
560,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/dennis,Dennis,"57,629","1:3,081",,"1,867,928",United States,Pitcairn Islands,340th 
561,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sagir,Sagir,"57,615","1:3,082",,"146,846",India,Nigeria,"7,142nd "
562,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/magret,Magret,"57,566","1:3,085",,"218,070",Uganda,Malawi,"4,798th "
563,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/thankgod,Thankgod,"57,541","1:3,086",,"58,012",Nigeria,Nigeria,"16,304th "
564,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tanko,Tanko,"57,314","1:3,098",,"74,074",Nigeria,Benin,"13,223rd "
565,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ernest,Ernest,"57,211","1:3,104","A male name. Old German Ernust, MGer Ernst, ‘vigour’, ‘earnestness’. The name was apparently introduced into England in the late 18th C by the Hanoverians (e.g. Ernest Augustus, Duke of Cumberland 1771-1851), but did not come into general use until the middle of the 19th C.","987,647",United States,Ghana,909th 
566,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/edwin,Edwin,"57,191","1:3,105","A male name. Old English Eadwine, compound of ead ‘happv’, ‘rich’, and wine ‘friend’, the name of the first christian king of Northumberland (585?—633), and a fairly common name in the Old English period. It survived the Norman Conquest, and is sometimes found as a surname, but seems not to have been generally used as a christian name between the 13th and the early 19th C though it is said to have been common in Lancashire in the 16th and 17th C.","1,687,100",Philippines,Puerto Rico,408th 
567,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/martina,Martina,"57,104","1:3,109","A female name. f. of Martin (q.v.). There was a St Martina, but the name when used in England and France (Martine) has probably usually been simply a f. form of Martin.","1,287,998",Germany,Czechia,617th 
568,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fatimoh,Fatimoh,"56,760","1:3,128",,"57,196",Nigeria,Nigeria,"16,483rd "
569,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sherifat,Sherifat,"56,695","1:3,132",,"57,062",Nigeria,Nigeria,"16,512th "
570,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/simeon,Simeon,"56,646","1:3,135","A male name. Hebrew Shimeon ‘hearkening' (or possibly hyena') was a common name in Israel. English versions of the Old Testament usually render it as Simeon, occasionally as Shimeon. In the New Testament, however, it is rendered as Simon (q.","258,669",Nigeria,Namibia,"4,068th "
571,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/dominic,Dominic,"56,624","1:3,136","A male name. (French Dominique, Italian Domenico, Spanish Domingo): Latin dominicus, 'of the Lord’. The name may have been given originally to children born on a Sunday (dies dominica). In England it is found as a monk’s name in AS times, but did not come into use as an ordinary christian name until the 13th C, in honour of St Dominic (1170-­1221), the founder of the Dominican Order.","455,177",Kenya,Sierra Leone,"2,237th "
572,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/isaiah,Isaiah,"56,564","1:3,139","A male name. Hebrew 'God is helper', the name of one of the greatest Hebrew prophets. It has not been used much as christian name, but does occur from time to time in the 17th C.","147,095",Nigeria,Vanuatu,"7,130th "
573,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abayomi,Abayomi,"56,514","1:3,142",,"58,996",Nigeria,Nigeria,"16,081st "
574,60%,"<div class=""m"" style=""width:60px;"">60%</div>",https://forebears.io/forenames/oluwaseyi,Oluwaseyi,"56,177","1:3,161","Oluwaseyifunmi means 'God has made this'. It can be shorteened to Seyi, Oluseyi or Oluwaseyi.","57,163",Nigeria,Nigeria,"16,490th "
575,81%,"<div class=""m"" style=""width:81px;"">81%</div>",https://forebears.io/forenames/sada,Sada,"56,044","1:3,168",,"197,363",Nigeria,Tanzania,"5,294th "
576,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kelachi,Kelachi,"56,003","1:3,171",,"56,008",Nigeria,Nigeria,"16,782nd "
577,52%,"<div class=""m"" style=""width:52px;"">52%</div>",https://forebears.io/forenames/uzoma,Uzoma,"55,921","1:3,175",,"56,957",Nigeria,Nigeria,"16,535th "
578,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chizorum,Chizorum,"55,899","1:3,177",,"55,899",Nigeria,Nigeria,"16,811th "
579,75%,"<div class=""m"" style=""width:75px;"">75%</div>",https://forebears.io/forenames/bamidele,Bamidele,"55,191","1:3,217",,"58,583",Nigeria,Nigeria,"16,179th "
580,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/taofeek,Taofeek,"55,131","1:3,221",,"55,421",Nigeria,Nigeria,"16,928th "
581,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/bulus,Bulus,"55,069","1:3,224",,"55,304",Nigeria,Nigeria,"16,962nd "
582, ,"<div class=""m"" style=""width:29px;"">&nbsp;</div>",https://forebears.io/forenames/tolulope,Tolulope,"55,056","1:3,225",,"57,166",Nigeria,Nigeria,"16,488th "
583,62%,"<div class=""m"" style=""width:62px;"">62%</div>",https://forebears.io/forenames/udeme,Udeme,"54,798","1:3,240",,"54,982",Nigeria,Nigeria,"17,049th "
584,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/funmilola,Funmilola,"54,289","1:3,271",,"54,757",Nigeria,Nigeria,"17,108th "
585,86%,"<div class=""m"" style=""width:86px;"">86%</div>",https://forebears.io/forenames/ummaru,Ummaru,"54,046","1:3,285",,"54,079",Nigeria,Nigeria,"17,282nd "
586,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/safiyanu,Safiyanu,"53,889","1:3,295",,"53,903",Nigeria,Nigeria,"17,340th "
587,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/modinat,Modinat,"53,721","1:3,305",,"53,913",Nigeria,Nigeria,"17,338th "
588,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ugochi,Ugochi,"53,609","1:3,312",,"54,061",Nigeria,Nigeria,"17,285th "
589,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/bawa,Bawa,"53,518","1:3,318",,"85,178",Nigeria,Togo,"11,733rd "
590,74%,"<div class=""m"" style=""width:74px;"">74%</div>",https://forebears.io/forenames/goodluck,Goodluck,"53,466","1:3,321",,"98,923",Nigeria,Tanzania,"10,300th "
591,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nike,Nike,"53,394","1:3,326",,"76,622",Nigeria,Nigeria,"12,835th "
592,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulaziz,Abdulaziz,"53,361","1:3,328","The Arabic name Abdulaziz is mainly given to boy. It means 'servant', 'obedient slave of Allah', 'conqueror', 'possessor of glory and power'.","165,017",Nigeria,Bahrain,"6,377th "
593,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/muritala,Muritala,"53,231","1:3,336","
Murtala is a variant of the name Murtadha, which was a nickname for Ali, the cousin and son-in-law of the prophet Muhammad, who is regarded by Sunni Muslims as the fourth caliph and by Shias as the first Imam. The name means 'one who pleases God'.","53,414",Nigeria,Nigeria,"17,487th "
594, ,"<div class=""m"" style=""width:38px;"">&nbsp;</div>",https://forebears.io/forenames/omotayo,Omotayo,"52,952","1:3,353",,"54,683",Nigeria,Nigeria,"17,129th "
595,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/francisca,Francisca,"52,891","1:3,357",,"2,565,414",Brazil,Cape Verde,210th 
596,91%,"<div class=""m"" style=""width:91px;"">91%</div>",https://forebears.io/forenames/olanrewaju,Olanrewaju,"52,746","1:3,366",,"54,356",Nigeria,Nigeria,"17,209th "
597,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/faruk,Faruk,"52,705","1:3,369",,"361,544",Bangladesh,Turkey,"2,876th "
598,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jumoke,Jumoke,"52,699","1:3,369",,"53,944",Nigeria,Nigeria,"17,325th "
599, ,"<div class=""m"" style=""width:31px;"">&nbsp;</div>",https://forebears.io/forenames/happy,Happy,"52,586","1:3,377",,"346,697",Tanzania,Tanzania,"3,010th "
600,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/malam,Malam,"52,538","1:3,380",,"153,177",Nigeria,Guinea-Bissau,"6,854th "
601, ,"<div class=""m"" style=""width:5px;"">&nbsp;</div>",https://forebears.io/forenames/ndidi,Ndidi,"52,524","1:3,381",,"53,150",Nigeria,Nigeria,"17,567th "
602,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/oliver,Oliver,"52,490","1:3,383","A male name. the name of one of the most famous of the peers of Charlemagne and hence a favourite medieval name. The French form was Olivier and it has usually been taken to be the Old French olivier, oliver ‘an olive-tree’, from Latin olivarius.","779,785",Germany,Dominica,"1,212th "
603,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/martins,Martins,"52,305","1:3,395",,"94,359",Nigeria,Latvia,"10,724th "
604,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ann,Ann,"52,127","1:3,406","A female name. (French Anne, Annette, Nanette, German, Italian, &c., Anna, Spanish Aña, Anita). The usual Western form of the Hebrew Hannah ‘grace’ q.v. The name is not given to the mother of the Blessed Virgin in the New Testament but appears in various apocryphal gospels.","1,622,937",United States,Ireland,435th 
605, ,"<div class=""m"" style=""width:31px;"">&nbsp;</div>",https://forebears.io/forenames/olayemi,Olayemi,"52,068","1:3,410",,"54,145",Nigeria,Nigeria,"17,265th "
606,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulhamid,Abdulhamid,"51,732","1:3,432",,"90,624",Nigeria,Libya,"11,145th "
607, ,"<div class=""m"" style=""width:38px;"">&nbsp;</div>",https://forebears.io/forenames/taye,Taye,"51,520","1:3,447",,"354,057",Ethiopia,Ethiopia,"2,944th "
608,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/zara,Zara,"51,485","1:3,449",Arabic (feminine) - The brightness of the East.,"401,386",Chad,Chad,"2,576th "
609,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/olumide,Olumide,"51,426","1:3,453",,"54,047",Nigeria,Nigeria,"17,286th "
610,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/haladu,Haladu,"51,294","1:3,462",,"51,301",Nigeria,Nigeria,"18,106th "
611,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/farida,Farida,"51,247","1:3,465",,"1,208,446",Algeria,Algeria,673rd 
